pokedex_number	name	abilities	attack	defense	speed	hp	sp_attack	sp_defense	base_total	base_egg_steps	base_happiness	weight_kg	height_m	capture_rate	classIfication	type1	type2	experience_growth	percentage_male	generation	is_legendary
672	Skiddo	['Sap Sipper', 'Grass Pelt']	65	48	52	66	62	57	350	5120	70	31.0	0.9	200	Mount 	grass	NULL	1000000	50.0	6	N
673	Gogoat	['Sap Sipper', 'Grass Pelt']	100	62	68	123	97	81	531	5120	70	91.0	1.7	45	Mount 	grass	NULL	1000000	50.0	6	N
674	Pancham	['Iron Fist', 'Mold Breaker', 'Scrappy']	82	62	43	67	46	48	348	6400	70	8.0	0.6	220	Playful 	fighting	NULL	1000000	50.0	6	N
675	Pangoro	['Iron Fist', 'Mold Breaker', 'Scrappy']	124	78	58	95	69	71	495	6400	70	136.0	2.1	65	Daunting 	fighting	dark	1000000	50.0	6	N
676	Furfrou	['Fur Coat']	80	60	102	75	65	90	472	5120	70	28.0	1.2	160	Poodle 	normal	NULL	1000000	50.0	6	N
677	Espurr	['Keen Eye', 'Infiltrator', 'Own Tempo']	48	54	68	62	63	60	355	5120	70	3.5	0.3	190	Restraint 	psychic	NULL	1000000	50.0	6	N
678	Meowstic	['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']	48	76	104	74	83	81	466	5120	70	8.5	0.6	75	Constraint 	psychic	NULL	1000000	50.0	6	N
679	Honedge	['No Guard']	80	100	28	45	35	37	325	5120	70	2.0	0.8	180	Sword 	steel	ghost	1000000	50.0	6	N
680	Doublade	['No Guard']	110	150	35	59	45	49	448	5120	70	4.5	0.8	90	Sword 	steel	ghost	1000000	50.0	6	N
681	Aegislash	['Stance Change']	150	50	60	60	150	50	520	5120	70	53.0	1.7	45	Royal Sword 	steel	ghost	1000000	50.0	6	N
682	Spritzee	['Healer', 'Aroma Veil']	52	60	23	78	63	65	341	5120	70	0.5	0.2	200	Perfume 	fairy	NULL	1000000	50.0	6	N
683	Aromatisse	['Healer', 'Aroma Veil']	72	72	29	101	99	89	462	5120	70	15.5	0.8	140	Fragrance 	fairy	NULL	1000000	50.0	6	N
684	Swirlix	['Sweet Veil', 'Unburden']	48	66	49	62	59	57	341	5120	70	3.5	0.4	200	Cotton Candy 	fairy	NULL	1000000	50.0	6	N
685	Slurpuff	['Sweet Veil', 'Unburden']	80	86	72	82	85	75	480	5120	70	5.0	0.8	140	Meringue 	fairy	NULL	1000000	50.0	6	N
686	Inkay	['Contrary', 'Suction Cups', 'Infiltrator']	54	53	45	53	37	46	288	5120	70	3.5	0.4	190	Revolving 	dark	psychic	1000000	50.0	6	N
687	Malamar	['Contrary', 'Suction Cups', 'Infiltrator']	92	88	73	86	68	75	482	5120	70	47.0	1.5	80	Overturning 	dark	psychic	1000000	50.0	6	N
688	Binacle	['Tough Claws', 'Sniper', 'Pickpocket']	52	67	50	42	39	56	306	5120	70	31.0	0.5	120	Two-Handed 	rock	water	1000000	50.0	6	N
689	Barbaracle	['Tough Claws', 'Sniper', 'Pickpocket']	105	115	68	72	54	86	500	5120	70	96.0	1.3	45	Collective 	rock	water	1000000	50.0	6	N
690	Skrelp	['Poison Point', 'Poison Touch', 'Adaptability']	60	60	30	50	60	60	320	5120	70	7.3	0.5	225	Mock Kelp 	poison	water	1000000	50.0	6	N
691	Dragalge	['Poison Point', 'Poison Touch', 'Adaptability']	75	90	44	65	97	123	494	5120	70	81.5	1.8	55	Mock Kelp 	poison	dragon	1000000	50.0	6	N
692	Clauncher	['Mega Launcher']	53	62	44	50	58	63	330	3840	70	8.3	0.5	225	Water Gun 	water	NULL	1250000	50.0	6	N
693	Clawitzer	['Mega Launcher']	73	88	59	71	120	89	500	3840	70	35.3	1.3	55	Howitzer 	water	NULL	1250000	50.0	6	N
694	Helioptile	['Dry Skin', 'Sand Veil', 'Solar Power']	38	33	70	44	61	43	289	5120	70	6.0	0.5	190	Generator 	electric	normal	1000000	50.0	6	N
695	Heliolisk	['Dry Skin', 'Sand Veil', 'Solar Power']	55	52	109	62	109	94	481	5120	70	21.0	1.0	75	Generator 	electric	normal	1000000	50.0	6	N
696	Tyrunt	['Strong Jaw', 'Sturdy']	89	77	48	58	45	45	362	7680	70	26.0	0.8	45	Royal Heir 	rock	dragon	1000000	88.1	6	N
697	Tyrantrum	['Strong Jaw', 'Rock Head']	121	119	71	82	69	59	521	7680	70	270.0	2.5	45	Despot 	rock	dragon	1000000	88.1	6	N
698	Amaura	['Refrigerate', 'Snow Warning']	59	50	46	77	67	63	362	7680	70	25.2	1.3	45	Tundra 	rock	ice	1000000	88.1	6	N
699	Aurorus	['Refrigerate', 'Snow Warning']	77	72	58	123	99	92	521	7680	70	225.0	2.7	45	Tundra 	rock	ice	1000000	88.1	6	N
700	Sylveon	['Cute Charm', 'Pixilate']	65	65	60	95	110	130	525	8960	70	23.5	1.0	45	Intertwining 	fairy	NULL	1000000	88.1	6	N
701	Hawlucha	['Limber', 'Unburden', 'Mold Breaker']	92	75	118	78	74	63	500	5120	70	21.5	0.8	100	Wrestling 	fighting	flying	1000000	50.0	6	N
702	Dedenne	['Cheek Pouch', 'Pickup', 'Plus']	58	57	101	67	81	67	431	5120	70	2.2	0.2	180	Antenna 	electric	fairy	1000000	50.0	6	N
703	Carbink	['Clear Body', 'Sturdy']	50	150	50	50	50	150	500	6400	70	5.7	0.3	60	Jewel 	rock	fairy	1250000	NULL	6	N
704	Goomy	['Sap Sipper', 'Hydration', 'Gooey']	50	35	40	45	55	75	300	10240	35	2.8	0.3	45	Soft Tissue 	dragon	NULL	1250000	50.0	6	N
705	Sliggoo	['Sap Sipper', 'Hydration', 'Gooey']	75	53	60	68	83	113	452	10240	35	17.5	0.8	45	Soft Tissue 	dragon	NULL	1250000	50.0	6	N
706	Goodra	['Sap Sipper', 'Hydration', 'Gooey']	100	70	80	90	110	150	600	10240	35	150.5	2.0	45	Dragon 	dragon	NULL	1250000	50.0	6	N
707	Klefki	['Prankster', 'Magician']	80	91	75	57	80	87	470	5120	70	3.0	0.2	75	Key Ring 	steel	fairy	800000	50.0	6	N
708	Phantump	['Natural Cure', 'Frisk', 'Harvest']	70	48	38	43	50	60	309	5120	70	7.0	0.4	120	Stump 	ghost	grass	1000000	50.0	6	N
709	Trevenant	['Natural Cure', 'Frisk', 'Harvest']	110	76	56	85	65	82	474	5120	70	71.0	1.5	60	Elder Tree 	ghost	grass	1000000	50.0	6	N
710	Pumpkaboo	['Pickup', 'Frisk', 'Insomnia']	66	70	41	59	44	55	335	5120	70	15.0	0.8	120	Pumpkin 	ghost	grass	1000000	50.0	6	N
711	Gourgeist	['Pickup', 'Frisk', 'Insomnia']	100	122	54	85	58	75	494	5120	70	39.0	1.7	60	Pumpkin 	ghost	grass	1000000	50.0	6	N
712	Bergmite	['Own Tempo', 'Ice Body', 'Sturdy']	69	85	28	55	32	35	304	5120	70	99.5	1.0	190	Ice Chunk 	ice	NULL	1000000	50.0	6	N
713	Avalugg	['Own Tempo', 'Ice Body', 'Sturdy']	117	184	28	95	44	46	514	5120	70	505.0	2.0	55	Iceberg 	ice	NULL	1000000	50.0	6	N
714	Noibat	['Frisk', 'Infiltrator', 'Telepathy']	30	35	55	40	45	40	245	5120	70	8.0	0.5	190	Sound Wave 	flying	dragon	1000000	50.0	6	N
715	Noivern	['Frisk', 'Infiltrator', 'Telepathy']	70	80	123	85	97	80	535	5120	70	85.0	1.5	45	Sound Wave 	flying	dragon	1000000	50.0	6	N
716	Xerneas	['Fairy Aura']	131	95	99	126	131	98	680	30720	0	215.0	3.0	45	Life 	fairy	NULL	1250000	NULL	6	Y
717	Yveltal	['Dark Aura']	131	95	99	126	131	98	680	30720	0	203.0	5.8	45	Destruction 	dark	flying	1250000	NULL	6	Y
718	Zygarde	['Aura Break', 'Power Construct']	100	121	85	216	91	95	708	30720	0	284.6	5.0	3	Order 	dragon	ground	1250000	NULL	6	Y
719	Diancie	['Clear Body']	160	110	110	50	160	110	700	6400	70	8.8	0.7	3	Jewel 	rock	fairy	1250000	NULL	6	Y
720	Hoopa	['Magician']	160	60	80	80	170	130	680	30720	100	NULL	NULL	3	Mischief  (Confined)Djinn n (Unbound)	psychic	ghost	1250000	NULL	6	Y
721	Volcanion	['Water Absorb']	110	120	70	80	130	90	600	30720	100	195.0	1.7	3	Steam 	fire	water	1250000	NULL	6	Y
722	Rowlet	['Overgrow', 'Long Reach']	55	55	42	68	50	50	320	3840	70	1.5	0.3	45	Grass Quill 	grass	flying	1059860	88.1	7	N
723	Dartrix	['Overgrow', 'Long Reach']	75	75	52	78	70	70	420	3840	70	16.0	0.7	45	Blade Quill 	grass	flying	1059860	88.1	7	N
724	Decidueye	['Overgrow', 'Long Reach']	107	75	70	78	100	100	530	3840	70	36.6	1.6	45	Arrow Quill 	grass	ghost	1059860	88.1	7	N
725	Litten	['Blaze', 'Intimidate']	65	40	70	45	60	40	320	3840	70	4.3	0.4	45	Fire Cat 	fire	NULL	1059860	88.1	7	N
726	Torracat	['Blaze', 'Intimidate']	85	50	90	65	80	50	420	3840	70	25.0	0.7	45	Fire Cat 	fire	NULL	1059860	88.1	7	N
727	Incineroar	['Blaze', 'Intimidate']	115	90	60	95	80	90	530	3840	70	83.0	1.8	45	Heel 	fire	dark	1059860	88.1	7	N
728	Popplio	['Torrent', 'Liquid Voice']	54	54	40	50	66	56	320	3840	70	7.5	0.4	45	Sea Lion 	water	NULL	1059860	88.1	7	N
729	Brionne	['Torrent', 'Liquid Voice']	69	69	50	60	91	81	420	3840	70	17.5	0.6	45	Pop Star 	water	NULL	1059860	88.1	7	N
730	Primarina	['Torrent', 'Liquid Voice']	74	74	60	80	126	116	530	3840	70	44.0	1.8	45	Soloist 	water	fairy	1059860	88.1	7	N
731	Pikipek	['Keen Eye', 'Skill Link', 'Pickup']	75	30	65	35	30	30	265	3840	70	1.2	0.3	255	Woodpecker 	normal	flying	1000000	50.0	7	N
732	Trumbeak	['Keen Eye', 'Skill Link', 'Pickup']	85	50	75	55	40	50	355	3840	70	14.8	0.6	120	Bugle Beak 	normal	flying	1000000	50.0	7	N
733	Toucannon	['Keen Eye', 'Skill Link', 'Sheer Force']	120	75	60	80	75	75	485	3840	70	26.0	1.1	45	Cannon 	normal	flying	1000000	50.0	7	N
734	Yungoos	['Stakeout', 'Strong Jaw', 'Adaptability']	70	30	45	48	30	30	253	3840	70	6.0	0.4	255	Loitering 	normal	NULL	1000000	50.0	7	N
735	Gumshoos	['Stakeout', 'Strong Jaw', 'Adaptability']	110	60	45	88	55	60	418	3840	70	14.2	0.7	127	Stakeout 	normal	NULL	1000000	50.0	7	N
736	Grubbin	['Swarm']	62	45	46	47	55	45	300	3840	70	4.4	0.4	255	Larva 	bug	NULL	1000000	50.0	7	N
737	Charjabug	['Battery']	82	95	36	57	55	75	400	3840	70	10.5	0.5	120	Battery 	bug	electric	1000000	50.0	7	N
738	Vikavolt	['Levitate']	70	90	43	77	145	75	500	3840	70	45.0	1.5	45	Stag Beetle 	bug	electric	1000000	50.0	7	N
739	Crabrawler	['Hyper Cutter', 'Iron Fist', 'Anger Point']	82	57	63	47	42	47	338	5120	70	7.0	0.6	225	Boxing 	fighting	NULL	1000000	50.0	7	N
740	Crabominable	['Hyper Cutter', 'Iron Fist', 'Anger Point']	132	77	43	97	62	67	478	5120	70	180.0	1.7	60	Woolly Crab 	fighting	ice	1000000	50.0	7	N
741	Oricorio	['Dancer']	70	70	93	75	98	70	476	5120	70	3.4	0.6	45	Dancing 	fire	flying	1000000	24.6	7	N
742	Cutiefly	['Honey Gather', 'Shield Dust', 'Sweet Veil']	45	40	84	40	55	40	304	5120	70	0.2	0.1	190	Bee Fly 	bug	fairy	1000000	50.0	7	N
743	Ribombee	['Honey Gather', 'Shield Dust', 'Sweet Veil']	55	60	124	60	95	70	464	5120	70	0.5	0.2	75	Bee Fly 	bug	fairy	1000000	50.0	7	N
744	Rockruff	['Keen Eye', 'Vital Spirit', 'Steadfast']	65	40	60	45	30	40	280	3840	70	9.2	0.5	190	Puppy 	rock	NULL	1000000	50.0	7	N
745	Lycanroc	['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']	115	75	82	85	55	75	487	3840	70	NULL	NULL	90	Wolf 	rock	NULL	1000000	50.0	7	N
746	Wishiwashi	['Schooling']	140	130	30	45	140	135	620	3840	70	0.3	0.2	60	Small Fry 	water	NULL	800000	50.0	7	N
747	Mareanie	['Merciless', 'Limber', 'Regenerator']	53	62	45	50	43	52	305	5120	70	8.0	0.4	190	Brutal Star 	poison	water	1000000	50.0	7	N
748	Toxapex	['Merciless', 'Limber', 'Regenerator']	63	152	35	50	53	142	495	5120	70	14.5	0.7	75	Brutal Star 	poison	water	1000000	50.0	7	N
749	Mudbray	['Own Tempo', 'Stamina', 'Inner Focus']	100	70	45	70	45	55	385	5120	70	110.0	1.0	190	Donkey 	ground	NULL	1000000	50.0	7	N
750	Mudsdale	['Own Tempo', 'Stamina', 'Inner Focus']	125	100	35	100	55	85	500	5120	70	920.0	2.5	60	Draft Horse 	ground	NULL	1000000	50.0	7	N
751	Dewpider	['Water Bubble', 'Water Absorb']	40	52	27	38	40	72	269	3840	70	4.0	0.3	200	Water Bubble 	water	bug	1000000	50.0	7	N
752	Araquanid	['Water Bubble', 'Water Absorb']	70	92	42	68	50	132	454	3840	70	82.0	1.8	100	Water Bubble 	water	bug	1000000	50.0	7	N
753	Fomantis	['Leaf Guard', 'Contrary']	55	35	35	40	50	35	250	5120	70	1.5	0.3	190	Sickle Grass 	grass	NULL	1000000	50.0	7	N
754	Lurantis	['Leaf Guard', 'Contrary']	105	90	45	70	80	90	480	5120	70	18.5	0.9	75	Bloom Sickle 	grass	NULL	1000000	50.0	7	N
755	Morelull	['Illuminate', 'Effect Spore', 'Rain Dish']	35	55	15	40	65	75	285	5120	70	1.5	0.2	190	Illuminating 	grass	fairy	1000000	50.0	7	N
756	Shiinotic	['Illuminate', 'Effect Spore', 'Rain Dish']	45	80	30	60	90	100	405	5120	70	11.5	1.0	75	Illuminating 	grass	fairy	1000000	50.0	7	N
757	Salandit	['Corrosion', 'Oblivious']	44	40	77	48	71	40	320	5120	70	4.8	0.6	120	Toxic Lizard 	poison	fire	1000000	88.1	7	N
758	Salazzle	['Corrosion', 'Oblivious']	64	60	117	68	111	60	480	5120	70	22.2	1.2	45	Toxic Lizard 	poison	fire	1000000	0.0	7	N
759	Stufful	['Fluffy', 'Klutz', 'Cute Charm']	75	50	50	70	45	50	340	3840	70	6.8	0.5	140	Flailing 	normal	fighting	1000000	50.0	7	N
760	Bewear	['Fluffy', 'Klutz', 'Unnerve']	125	80	60	120	55	60	500	3840	70	135.0	2.1	70	Strong Arm 	normal	fighting	1000000	50.0	7	N
761	Bounsweet	['Leaf Guard', 'Oblivious', 'Sweet Veil']	30	38	32	42	30	38	210	5120	70	3.2	0.3	235	Fruit 	grass	NULL	1059860	0.0	7	N
762	Steenee	['Leaf Guard', 'Oblivious', 'Sweet Veil']	40	48	62	52	40	48	290	5120	70	8.2	0.7	120	Fruit 	grass	NULL	1059860	0.0	7	N
763	Tsareena	['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']	120	98	72	72	50	98	510	5120	70	21.4	1.2	45	Fruit 	grass	NULL	1059860	0.0	7	N
764	Comfey	['Flower Veil', 'Triage', 'Natural Cure']	52	90	100	51	82	110	485	5120	70	0.3	0.1	60	Posy Picker 	fairy	NULL	800000	24.6	7	N
765	Oranguru	['Inner Focus', 'Telepathy', 'Symbiosis']	60	80	60	90	90	110	490	5120	70	76.0	1.5	45	Sage 	normal	psychic	1250000	50.0	7	N
766	Passimian	['Receiver', 'Defiant']	120	90	80	100	40	60	490	5120	70	82.8	2.0	45	Teamwork 	fighting	NULL	1250000	50.0	7	N
767	Wimpod	['Wimp Out']	35	40	80	25	20	30	230	5120	70	12.0	0.5	90	Turn Tail 	bug	water	1000000	50.0	7	N
768	Golisopod	['Emergency Exit']	125	140	40	75	60	90	530	5120	70	108.0	2.0	45	Hard Scale 	bug	water	1000000	50.0	7	N
769	Sandygast	['Water Compaction', 'Sand Veil']	55	80	15	55	70	45	320	3840	70	70.0	0.5	140	Sand Heap 	ghost	ground	1000000	50.0	7	N
770	Palossand	['Water Compaction', 'Sand Veil']	75	110	35	85	100	75	480	3840	70	250.0	1.3	60	Sand Castle 	ghost	ground	1000000	50.0	7	N
771	Pyukumuku	['Innards Out', 'Unaware']	60	130	5	55	30	130	410	3840	70	1.2	0.3	60	Sea Cucumber 	water	NULL	800000	50.0	7	N
772	Type: Null	['Battle Armor']	95	95	59	95	95	95	534	30720	0	120.5	1.9	3	Synthetic 	normal	NULL	1250000	NULL	7	N
773	Silvally	['RKS System']	95	95	95	95	95	95	570	30720	0	100.5	2.3	3	Synthetic 	normal	NULL	1250000	NULL	7	N
774	Minior	['Shields Down']	100	60	120	60	100	60	500	6400	70	40.0	0.3	255	Meteor 	rock	flying	1059860	NULL	7	N
775	Komala	['Comatose']	115	65	65	65	75	95	480	5120	70	19.9	0.4	45	Drowsing 	normal	NULL	1250000	50.0	7	N
776	Turtonator	['Shell Armor']	78	135	36	60	91	85	485	5120	70	212.0	2.0	70	Blast Turtle 	fire	dragon	1000000	50.0	7	N
777	Togedemaru	['Iron Barbs', 'Lightningrod', 'Sturdy']	98	63	96	65	40	73	435	2560	70	3.3	0.3	180	Roly-Poly 	electric	steel	1000000	50.0	7	N
778	Mimikyu	['Disguise']	90	80	96	55	50	105	476	5120	70	0.7	0.2	45	Disguise 	ghost	fairy	1000000	50.0	7	N
779	Bruxish	['Dazzling', 'Strong Jaw', 'Wonder Skin ']	105	70	92	68	70	70	475	3840	70	19.0	0.9	80	Gnash Teeth 	water	psychic	1000000	50.0	7	N
780	Drampa	['Berserk', 'Sap Sipper', 'Cloud Nine']	60	85	36	78	135	91	485	5120	70	185.0	3.0	70	Placid 	normal	dragon	1000000	50.0	7	N
781	Dhelmise	['Steelworker']	131	100	40	70	86	90	517	6400	70	210.0	3.9	25	Sea Creeper 	ghost	grass	1000000	NULL	7	N
782	Jangmo-o	['Bulletproof', 'Soundproof', 'Overcoat']	55	65	45	45	45	45	300	10240	70	29.7	0.6	45	Scaly 	dragon	NULL	1250000	50.0	7	N
783	Hakamo-o	['Bulletproof', 'Soundproof', 'Overcoat']	75	90	65	55	65	70	420	10240	70	47.0	1.2	45	Scaly 	dragon	fighting	1250000	50.0	7	N
784	Kommo-o	['Bulletproof', 'Soundproof', 'Overcoat']	110	125	85	75	100	105	600	10240	70	78.2	1.6	45	Scaly 	dragon	fighting	1250000	50.0	7	N
785	Tapu Koko	['Electric Surge', 'Telepathy']	115	85	130	70	95	75	570	3840	70	20.5	1.8	3	Land Spirit 	electric	fairy	1250000	NULL	7	Y
786	Tapu Lele	['Psychic Surge', 'Telepathy']	85	75	95	70	130	115	570	3840	70	18.6	1.2	3	Land Spirit 	psychic	fairy	1250000	NULL	7	Y
787	Tapu Bulu	['Grassy Surge', 'Telepathy']	130	115	75	70	85	95	570	3840	70	45.5	1.9	3	Land Spirit 	grass	fairy	1250000	NULL	7	Y
788	Tapu Fini	['Misty Surge', 'Telepathy']	75	115	85	70	95	130	570	3840	70	21.2	1.3	3	Land Spirit 	water	fairy	1250000	NULL	7	Y
789	Cosmog	['Unaware']	29	31	37	43	29	31	200	30720	0	0.1	0.2	45	Nebula 	psychic	NULL	1250000	NULL	7	Y
790	Cosmoem	['Sturdy']	29	131	37	43	29	131	400	30720	0	999.9	0.1	45	Protostar 	psychic	NULL	1250000	NULL	7	Y
791	Solgaleo	['Full Metal Body']	137	107	97	137	113	89	680	30720	0	230.0	3.4	45	Sunne 	psychic	steel	1250000	NULL	7	Y
792	Lunala	['Shadow Shield']	113	89	97	137	137	107	680	30720	0	120.0	4.0	45	Moone 	psychic	ghost	1250000	NULL	7	Y
793	Nihilego	['Beast Boost']	53	47	103	109	127	131	570	30720	0	55.5	1.2	45	Parasite 	rock	poison	1250000	NULL	7	Y
794	Buzzwole	['Beast Boost']	139	139	79	107	53	53	570	30720	0	333.6	2.4	25	Swollen 	bug	fighting	1250000	NULL	7	Y
795	Pheromosa	['Beast Boost']	137	37	151	71	137	37	570	30720	0	25.0	1.8	255	Lissome 	bug	fighting	1250000	NULL	7	Y
796	Xurkitree	['Beast Boost']	89	71	83	83	173	71	570	30720	0	100.0	3.8	30	Glowing 	electric	NULL	1250000	NULL	7	Y
797	Celesteela	['Beast Boost']	101	103	61	97	107	101	570	30720	0	999.9	9.2	25	Launch 	steel	flying	1250000	NULL	7	Y
798	Kartana	['Beast Boost']	181	131	109	59	59	31	570	30720	0	0.1	0.3	255	Drawn Sword 	grass	steel	1250000	NULL	7	Y
799	Guzzlord	['Beast Boost']	101	53	43	223	97	53	570	30720	0	888.0	5.5	15	Junkivore 	dark	dragon	1250000	NULL	7	Y
800	Necrozma	['Prism Armor']	107	101	79	97	127	89	600	30720	0	230.0	2.4	3	Prism 	psychic	NULL	1250000	NULL	7	Y
801	Magearna	['Soul-Heart']	95	115	65	80	130	115	600	30720	0	80.5	1.0	3	Artificial 	steel	fairy	1250000	NULL	7	Y
